,type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
1652,white,8.2,0.29,0.49,1.0,0.044,29.0,118.0,0.9928,3.24,0.36,10.9
711,white,8.2,0.27,0.43,1.6,0.035,31.0,128.0,0.9916,3.1,0.5,12.3
5754,red,9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,3.47,0.73,10.9
1704,white,6.7,0.31,0.42,6.4,0.057,25.0,148.0,0.9955,3.16,0.45,9.6
2795,white,6.4,0.22,0.32,7.2,0.028,15.0,83.0,0.993,3.13,0.55,10.9
2658,white,6.5,0.15,0.44,12.6,0.052,65.0,158.0,0.99688,3.26,0.7,10.3
3031,white,5.8,0.19,0.25,10.8,0.042,33.0,124.0,0.99646,3.22,0.41,9.2
823,white,6.7,0.19,0.23,6.2,0.047,36.0,117.0,0.9945,3.34,0.43,9.6
2057,white,6.7,0.31,0.31,4.9,0.031,20.0,151.0,0.9926,3.36,0.82,12.0
600,white,6.7,0.3,0.35,1.4,0.18,36.0,160.0,0.9937,3.11,0.54,9.4
2142,white,7.5,0.26,0.52,13.2,0.047,64.0,179.0,0.9982,3.1,0.46,9.0
229,white,7.1,0.24,0.41,17.8,0.046,39.0,145.0,0.9998,3.32,0.39,8.7
5918,red,11.3,0.36,0.66,2.4,0.123,3.0,8.0,0.99642,3.2,0.53,11.9
5400,red,10.4,0.44,0.73,6.55,0.074,38.0,76.0,0.999,3.17,0.85,12.0
4539,white,8.3,0.14,0.36,8.8,0.026,13.0,60.0,0.9956,3.13,0.35,11.05
586,white,7.4,0.26,0.3,7.9,0.049,38.0,157.0,0.9963,3.13,0.48,8.9
5267,red,9.4,0.27,0.53,2.4,0.074,6.0,18.0,0.9962,3.2,1.13,12.0
1326,white,6.5,0.22,0.72,6.8,0.042,33.0,168.0,0.9958,3.12,0.36,9.2
2867,white,6.7,0.48,0.32,1.4,0.021,22.0,121.0,0.9889,3.15,0.53,12.7
450,white,7.2,0.6,0.2,9.9,0.07,21.0,174.0,0.9971,3.03,0.54,9.1
3892,white,6.0,0.21,0.3,8.7,0.036,47.0,127.0,0.99368,3.18,0.39,10.6
5867,red,6.7,0.56,0.09,2.9,0.079,7.0,22.0,0.99669,3.46,0.61,10.2
5036,red,7.8,0.56,0.19,2.1,0.081,15.0,105.0,0.9962,3.33,0.54,9.5
2477,white,6.1,0.27,0.31,1.5,0.035,17.0,83.0,0.99076,3.32,0.44,11.1
5271,red,7.4,0.55,0.22,2.2,0.106,12.0,72.0,0.9959,3.05,0.63,9.2
3853,white,6.6,0.32,0.26,4.6,0.031,26.0,120.0,0.99198,3.4,0.73,12.5
3565,white,8.0,0.25,0.27,9.7,0.036,15.0,85.0,0.99406,2.99,0.36,11.2
15,white,6.6,0.17,0.38,1.5,0.032,28.0,112.0,0.9914,3.25,0.55,11.4
5498,red,8.2,0.915,0.27,2.1,0.088,7.0,23.0,0.9962,3.26,0.47,10.0
4943,red,4.6,0.52,0.15,2.1,0.054,8.0,65.0,0.9934,3.9,0.56,13.1
5693,red,10.8,0.89,0.3,2.6,0.132,7.0,60.0,0.99786,2.99,1.18,10.2
40,white,6.7,0.23,0.39,2.5,0.172,63.0,158.0,0.9937,3.11,0.36,9.4
4586,white,5.4,0.29,0.38,1.2,0.029,31.0,132.0,0.98895,3.28,0.36,12.4
217,white,5.8,0.26,0.24,9.2,0.044,55.0,152.0,0.9961,3.31,0.38,9.4
4420,white,6.6,0.22,0.23,17.3,0.047,37.0,118.0,0.99906,3.08,0.46,8.8
2614,white,6.15,0.21,0.37,3.2,0.021,20.0,80.0,0.99076,3.39,0.47,12.0
4080,white,5.7,0.25,0.27,10.8,0.05,58.0,116.0,0.99592,3.1,0.5,9.8
2769,white,7.3,0.32,0.35,1.4,0.05,8.0,163.0,0.99244,3.24,0.42,10.7
3894,white,5.9,0.435,0.16,6.4,0.031,21.0,134.0,0.99151,3.24,0.46,12.2
801,white,6.0,0.28,0.49,6.8,0.048,61.0,222.0,0.9953,3.19,0.47,9.3
5290,red,9.5,0.37,0.52,2.0,0.082,6.0,26.0,0.998,3.18,0.51,9.5
4977,red,8.3,0.625,0.2,1.5,0.08,27.0,119.0,0.9972,3.16,1.12,9.1
3938,white,8.2,0.18,0.38,1.1,0.04,41.0,92.0,0.99062,2.88,0.6,12.0
3903,white,5.8,0.27,0.26,3.5,0.071,26.0,69.0,0.98994,3.1,0.38,11.5
272,white,5.8,0.25,0.26,13.1,0.051,44.0,148.0,0.9972,3.29,0.38,9.3
4365,white,6.3,0.19,0.33,10.1,0.063,63.0,133.0,0.99561,2.86,0.41,9.1
2719,white,7.5,0.18,0.31,6.5,0.029,53.0,160.0,0.99276,3.03,0.38,10.9
2678,white,7.1,0.31,0.17,1.0,0.042,21.0,144.0,0.99304,3.13,0.4,9.6
6471,red,6.0,0.58,0.2,2.4,0.075,15.0,50.0,0.99467,3.58,0.67,12.5
3929,white,6.6,0.32,0.47,15.6,0.063,27.0,173.0,0.99872,3.18,0.56,9.0
1526,white,14.2,0.27,0.49,1.1,0.037,33.0,156.0,0.992,3.15,0.54,11.1
2803,white,5.5,0.15,0.32,14.0,0.031,16.0,99.0,0.99437,3.26,0.38,11.5
3517,white,6.6,0.29,0.29,1.8,0.036,38.0,102.0,0.98819,3.08,0.42,13.7
1707,white,6.8,0.26,0.29,16.95,0.056,48.0,179.0,0.9998,3.45,0.4,9.6
3705,white,7.5,0.24,0.31,13.1,0.05,26.0,180.0,0.99884,3.05,0.53,9.1
1602,white,5.6,0.39,0.24,4.7,0.034,27.0,77.0,0.9906,3.28,0.36,12.7
5455,red,15.6,0.645,0.49,4.2,0.095,10.0,23.0,1.00315,2.92,0.74,11.1
1369,white,7.4,0.64,0.47,14.15,0.168,42.0,185.0,0.9984,2.9,0.49,9.3
2553,white,6.3,0.13,0.42,1.1,0.043,63.0,146.0,0.99066,3.13,0.72,11.2
5830,red,7.6,0.4,0.29,1.9,0.078,29.0,66.0,0.9971,3.45,0.59,9.5
5069,red,8.0,0.42,0.17,2.0,0.073,6.0,18.0,0.9972,3.29,0.61,9.2
5757,red,6.8,0.56,0.22,1.8,0.074,15.0,24.0,0.99438,3.4,0.82,11.2
880,white,7.1,0.21,0.32,2.2,0.037,28.0,141.0,0.993,3.2,0.57,10.0
864,white,4.8,0.33,0.0,6.5,0.028,34.0,163.0,0.9937,3.35,0.61,9.9
42,white,7.0,0.31,0.26,7.4,0.069,28.0,160.0,0.9954,3.13,0.46,9.8
808,white,6.0,0.39,0.17,12.0,0.046,65.0,246.0,0.9976,3.15,0.38,9.0
1751,white,6.7,0.16,0.28,2.5,0.046,40.0,153.0,0.9921,3.38,0.51,11.4
1055,white,8.6,0.26,0.41,2.2,0.049,29.0,111.0,0.9941,2.96,0.44,10.0
4090,white,6.7,0.24,0.3,10.2,0.07,44.0,179.0,0.99666,2.86,0.46,8.9
2709,white,7.8,0.25,0.34,13.7,0.044,66.0,184.0,0.99976,3.22,0.75,8.9
623,white,7.2,0.24,0.34,1.1,0.045,3.0,64.0,0.9913,3.23,0.51,11.4
5147,red,7.3,0.66,0.0,2.0,0.084,6.0,23.0,0.9983,3.61,0.96,9.9
218,white,5.7,0.28,0.24,17.5,0.044,60.0,167.0,0.9989,3.31,0.44,9.4
553,white,7.0,0.3,0.51,13.6,0.05,40.0,168.0,0.9976,3.07,0.52,9.6
26,white,6.9,0.24,0.35,1.0,0.052,35.0,146.0,0.993,3.45,0.44,10.0
3461,white,6.7,0.24,0.3,3.85,0.042,105.0,179.0,0.99189,3.04,0.59,11.3
5716,red,7.1,0.715,0.0,2.35,0.071,21.0,47.0,0.99632,3.29,0.45,9.4
824,white,8.4,0.18,0.42,5.1,0.036,7.0,77.0,0.9939,3.16,0.52,11.7
947,white,8.5,0.16,0.35,1.6,0.039,24.0,147.0,0.9935,2.96,0.36,10.0
3975,white,6.1,0.24,0.26,1.7,0.033,61.0,134.0,0.9903,3.19,0.81,11.9
3824,white,7.3,0.24,0.3,2.5,0.042,31.0,104.0,0.9911,3.05,0.56,11.3
6376,red,7.1,0.875,0.05,5.7,0.082,3.0,14.0,0.99808,3.4,0.52,10.2
5980,red,7.2,0.38,0.3,1.8,0.073,31.0,70.0,0.99685,3.42,0.59,9.5
2164,white,8.4,0.22,0.28,18.8,0.028,55.0,130.0,0.998,2.96,0.35,11.6
4830,white,5.8,0.29,0.27,1.6,0.062,17.0,140.0,0.99138,3.23,0.35,11.1
2383,white,6.7,0.26,0.29,5.8,0.025,26.0,74.0,0.9929,3.28,0.53,11.0
1816,white,6.7,0.27,0.3,13.9,0.029,34.0,131.0,0.9953,3.36,0.5,12.0
4486,white,6.4,0.15,0.25,7.8,0.05,13.0,68.0,0.99394,3.16,0.4,9.9
4998,red,8.3,0.61,0.3,2.1,0.084,11.0,50.0,0.9972,3.4,0.61,10.2
1221,white,5.9,0.4,0.32,6.0,0.034,50.0,127.0,0.992,3.51,0.58,12.5
1017,white,7.6,0.16,0.44,1.4,0.043,25.0,109.0,0.9932,3.11,0.75,10.3
3802,white,7.9,0.21,0.39,2.0,0.057,21.0,138.0,0.99176,3.05,0.52,10.9
1384,white,6.8,0.23,0.4,1.6,0.047,5.0,133.0,0.993,3.23,0.7,11.4
4299,white,6.3,0.28,0.3,6.6,0.208,60.0,154.0,0.99478,3.1,0.4,9.4
2631,white,6.7,0.28,0.28,2.4,0.012,36.0,100.0,0.99064,3.26,0.39,11.7
1105,white,5.5,0.32,0.45,4.9,0.028,25.0,191.0,0.9922,3.51,0.49,11.5
5947,red,9.3,0.5,0.36,1.8,0.084,6.0,17.0,0.99704,3.27,0.77,10.8
3601,white,6.6,0.295,0.24,1.6,0.039,29.0,140.0,0.99304,3.35,0.61,10.4
2998,white,6.0,0.32,0.3,1.3,0.025,18.0,112.0,0.98802,3.07,0.64,13.3
2485,white,8.0,0.28,0.32,7.6,0.045,61.0,204.0,0.99543,3.1,0.55,10.1
2950,white,6.0,0.28,0.25,1.8,0.042,8.0,108.0,0.9929,3.08,0.55,9.0
2558,white,6.3,0.13,0.42,1.1,0.043,63.0,146.0,0.99066,3.13,0.72,11.2
6010,red,7.9,0.33,0.41,1.5,0.056,6.0,35.0,0.99396,3.29,0.71,11.0
61,white,6.0,0.19,0.26,12.4,0.048,50.0,147.0,0.9972,3.3,0.36,8.9
1209,white,8.0,0.23,0.46,1.5,0.03,30.0,125.0,0.9907,3.23,0.47,12.5
3539,white,7.2,0.27,0.31,1.2,0.031,27.0,80.0,0.98892,3.03,0.33,12.7
3727,white,5.7,0.265,0.28,6.9,0.036,46.0,150.0,0.99299,3.36,0.44,10.8
3255,white,7.4,0.19,0.31,14.5,0.045,39.0,193.0,0.9986,3.1,0.5,9.2
1762,white,6.4,0.17,0.27,1.5,0.037,20.0,98.0,0.9916,3.46,0.42,11.0
3444,white,6.7,0.3,0.44,18.75,0.057,65.0,224.0,0.99956,3.11,0.53,9.1
5338,red,12.6,0.31,0.72,2.2,0.072,6.0,29.0,0.9987,2.88,0.82,9.8
867,white,7.8,0.18,0.46,12.6,0.042,41.0,143.0,1.0,3.24,0.76,8.5
6211,red,7.0,0.36,0.21,2.3,0.086,20.0,65.0,0.99558,3.4,0.54,10.1
2235,white,6.9,0.44,0.42,8.5,0.048,10.0,147.0,0.9974,3.32,0.46,9.5
5976,red,8.6,0.37,0.65,6.4,0.08,3.0,8.0,0.99817,3.27,0.58,11.0
3405,white,5.8,0.15,0.32,1.2,0.037,14.0,119.0,0.99137,3.19,0.5,10.2
1823,white,7.3,0.19,0.24,6.3,0.054,34.0,231.0,0.9964,3.36,0.54,10.0
3301,white,5.6,0.12,0.33,2.9,0.044,21.0,73.0,0.98896,3.17,0.32,12.9
998,white,8.0,0.24,0.3,17.45,0.056,43.0,184.0,0.9997,3.05,0.5,9.2
803,white,6.6,0.21,0.31,11.4,0.039,46.0,165.0,0.99795,3.41,0.44,9.8
2655,white,6.8,0.19,0.23,5.1,0.034,71.0,204.0,0.9942,3.23,0.69,10.1
2354,white,6.5,0.21,0.28,1.4,0.046,26.0,66.0,0.99199,3.43,0.48,11.1
5241,red,10.9,0.39,0.47,1.8,0.118,6.0,14.0,0.9982,3.3,0.75,9.8
1909,white,7.6,0.13,0.34,9.3,0.062,40.0,126.0,0.9966,3.21,0.39,9.6
3148,white,6.2,0.23,0.36,17.2,0.039,37.0,130.0,0.99946,3.23,0.43,8.8
6386,red,5.6,0.54,0.04,1.7,0.049,5.0,13.0,0.9942,3.72,0.58,11.4
5970,red,7.2,0.35,0.26,1.8,0.083,33.0,75.0,0.9968,3.4,0.58,9.5
5704,red,8.4,0.25,0.39,2.0,0.041,4.0,10.0,0.99386,3.27,0.71,12.5
6171,red,7.5,0.58,0.2,2.0,0.073,34.0,44.0,0.99494,3.1,0.43,9.3
5333,red,12.3,0.39,0.63,2.3,0.091,6.0,18.0,1.0004,3.16,0.49,9.5
2712,white,6.4,0.21,0.44,7.4,0.045,47.0,182.0,0.9957,3.24,0.46,9.1
2305,white,7.0,0.36,0.3,5.0,0.04,40.0,143.0,0.99173,3.33,0.42,12.2
5968,red,9.3,0.33,0.45,1.5,0.057,19.0,37.0,0.99498,3.18,0.89,11.1
6375,red,5.3,0.47,0.11,2.2,0.048,16.0,89.0,0.99182,3.54,0.88,13.6
2331,white,7.5,0.3,0.32,1.4,0.032,31.0,161.0,0.99154,2.95,0.42,10.5
4907,red,7.5,0.5,0.36,6.1,0.071,17.0,102.0,0.9978,3.35,0.8,10.5
2514,white,6.9,0.34,0.3,4.7,0.029,34.0,148.0,0.99165,3.36,0.49,12.3
3843,white,7.5,0.34,0.28,4.0,0.028,46.0,100.0,0.98958,3.2,0.5,13.2
4190,white,7.0,0.22,0.3,1.4,0.04,14.0,63.0,0.98985,3.2,0.33,12.0
3852,white,5.9,0.2,0.23,1.5,0.037,38.0,93.0,0.99021,3.36,0.49,12.0
3059,white,8.5,0.19,0.48,1.1,0.026,23.0,58.0,0.99184,2.9,0.5,10.5
5111,red,8.2,0.57,0.26,2.2,0.06,28.0,65.0,0.9959,3.3,0.43,10.1
3981,white,6.3,0.22,0.27,4.5,0.036,81.0,157.0,0.9928,3.05,0.76,10.7
1466,white,6.9,0.19,0.49,6.6,0.036,49.0,172.0,0.9932,3.2,0.27,11.5
4224,white,5.4,0.22,0.35,6.5,0.029,26.0,87.0,0.99092,3.29,0.44,12.5
724,white,7.8,0.3,0.4,1.8,0.028,23.0,122.0,0.9914,3.14,0.39,10.9
878,white,6.2,0.16,0.54,1.4,0.126,37.0,110.0,0.9932,3.23,0.37,8.9
3801,white,8.3,0.18,0.3,1.1,0.033,20.0,57.0,0.99109,3.02,0.51,11.0
5561,red,10.1,0.28,0.46,1.8,0.05,5.0,13.0,0.9974,3.04,0.79,10.2
135,white,6.7,0.27,0.31,15.7,0.036,44.0,179.0,0.9979,3.26,0.56,9.6
5375,red,10.4,0.24,0.49,1.8,0.075,6.0,20.0,0.9977,3.18,1.06,11.0
3529,white,7.1,0.35,0.27,3.1,0.034,28.0,134.0,0.9897,3.26,0.38,13.1
2864,white,5.3,0.16,0.39,1.0,0.028,40.0,101.0,0.99156,3.57,0.59,10.6
5257,red,12.6,0.38,0.66,2.6,0.088,10.0,41.0,1.001,3.17,0.68,9.8
2289,white,7.3,0.4,0.28,6.5,0.037,26.0,97.0,0.99148,3.16,0.58,12.6
4174,white,6.3,0.24,0.22,11.9,0.05,65.0,179.0,0.99659,3.06,0.58,9.3
6045,red,10.0,0.41,0.45,6.2,0.071,6.0,14.0,0.99702,3.21,0.49,11.8
3254,white,7.1,0.38,0.4,2.2,0.042,54.0,201.0,0.99177,3.03,0.5,11.4
2508,white,6.6,0.26,0.25,11.6,0.045,45.0,178.0,0.99691,3.33,0.43,9.8
113,white,6.7,0.41,0.34,9.2,0.049,29.0,150.0,0.9968,3.22,0.51,9.1
2017,white,9.0,0.55,0.3,8.1,0.026,14.0,71.0,0.993,2.94,0.36,11.8
624,white,6.0,0.36,0.06,1.4,0.066,27.0,128.0,0.9934,3.26,0.55,9.3
1969,white,6.3,0.41,0.3,3.2,0.03,49.0,164.0,0.9927,3.53,0.79,11.7
474,white,5.5,0.16,0.22,4.5,0.03,30.0,102.0,0.9938,3.24,0.36,9.4
3522,white,6.6,0.32,0.41,7.2,0.048,55.0,178.0,0.99537,3.2,0.46,9.4
4609,white,6.0,0.615,0.04,0.8,0.032,8.0,50.0,0.99036,3.14,0.4,11.0
473,white,7.0,0.17,0.31,4.8,0.034,34.0,132.0,0.9944,3.36,0.48,9.6
4435,white,6.5,0.29,0.3,9.15,0.051,25.0,166.0,0.99339,3.24,0.56,11.33333333
1289,white,6.6,0.16,0.3,1.6,0.034,15.0,78.0,0.992,3.38,0.44,11.2
5045,red,7.6,0.49,0.26,1.6,0.236,10.0,88.0,0.9968,3.11,0.8,9.3
6465,red,7.2,0.695,0.13,2.0,0.076,12.0,20.0,0.99546,3.29,0.54,10.1
4835,white,5.6,0.295,0.26,1.1,0.035,40.0,102.0,0.99154,3.47,0.56,10.6
4029,white,6.1,0.28,0.3,7.75,0.031,33.0,139.0,0.99296,3.22,0.46,11.0
6424,red,6.8,0.47,0.08,2.2,0.064,18.0,38.0,0.99553,3.3,0.65,9.6
6487,red,6.6,0.725,0.2,7.8,0.073,29.0,79.0,0.9977,3.29,0.54,9.2
4839,white,5.2,0.405,0.15,1.45,0.038,10.0,44.0,0.99125,3.52,0.4,11.6
1134,white,7.4,0.41,0.34,4.7,0.042,19.0,127.0,0.9953,3.25,0.42,10.4
1713,white,6.6,0.34,0.27,6.2,0.059,23.0,136.0,0.9957,3.3,0.49,10.1
4944,red,7.7,0.935,0.43,2.2,0.114,22.0,114.0,0.997,3.25,0.73,9.2
393,white,7.3,0.24,0.43,2.0,0.021,20.0,69.0,0.99,3.08,0.56,12.2
2089,white,7.9,0.17,0.32,1.6,0.053,47.0,150.0,0.9948,3.29,0.76,9.6
3435,white,6.5,0.24,0.28,1.1,0.034,26.0,83.0,0.98928,3.25,0.33,12.3
3167,white,5.6,0.28,0.4,6.1,0.034,36.0,118.0,0.99144,3.21,0.43,12.1
3036,white,6.8,0.29,0.34,3.5,0.054,26.0,189.0,0.99489,3.42,0.58,10.4
2138,white,5.5,0.24,0.32,8.7,0.06,19.0,102.0,0.994,3.27,0.31,10.4
5515,red,11.5,0.31,0.51,2.2,0.079,14.0,28.0,0.9982,3.03,0.93,9.8
608,white,6.1,0.28,0.25,17.75,0.044,48.0,161.0,0.9993,3.34,0.48,9.5
4426,white,6.2,0.21,0.52,6.5,0.047,28.0,123.0,0.99418,3.22,0.49,9.9
4284,white,6.0,0.2,0.26,6.8,0.049,22.0,93.0,0.9928,3.15,0.42,11.0
4471,white,6.2,0.2,0.28,1.1,0.039,24.0,78.0,0.9899,3.36,0.47,12.1
2031,white,7.6,0.29,0.26,6.5,0.042,32.0,160.0,0.9944,3.14,0.47,10.7
105,white,7.3,0.13,0.32,14.4,0.051,34.0,109.0,0.9974,3.2,0.35,9.2
5743,red,6.4,0.64,0.21,1.8,0.081,14.0,31.0,0.99689,3.59,0.66,9.8
3917,white,6.2,0.28,0.51,7.9,0.056,49.0,206.0,0.9956,3.18,0.52,9.4
6236,red,6.0,0.5,0.0,1.4,0.057,15.0,26.0,0.99448,3.36,0.45,9.5
5673,red,7.2,1.0,0.0,3.0,0.102,7.0,16.0,0.99586,3.43,0.46,10.0
3122,white,5.6,0.18,0.27,1.7,0.03,31.0,103.0,0.98892,3.35,0.37,12.9
1585,white,7.3,0.3,0.74,13.5,0.039,46.0,165.0,0.9982,3.02,0.4,8.7
927,white,6.7,0.25,0.33,2.9,0.057,52.0,173.0,0.9934,3.02,0.48,9.5
346,white,5.6,0.34,0.1,1.3,0.031,20.0,68.0,0.9906,3.36,0.51,11.2
4065,white,6.6,0.5,0.26,11.3,0.029,32.0,110.0,0.99302,3.27,0.78,12.9
1149,white,6.7,0.25,0.23,7.2,0.038,61.0,220.0,0.9952,3.14,0.35,9.5
3595,white,7.2,0.16,0.29,1.0,0.031,40.0,123.0,0.98958,3.12,0.4,12.1
939,white,7.7,0.24,0.29,15.3,0.044,39.0,194.0,0.9982,3.06,0.47,9.6
5763,red,7.2,0.635,0.07,2.6,0.077,16.0,86.0,0.99748,3.51,0.54,9.7
4870,white,6.1,0.32,0.28,6.6,0.021,29.0,132.0,0.99188,3.15,0.36,11.45
3046,white,6.9,0.24,0.37,6.1,0.027,38.0,112.0,0.99086,3.19,0.34,12.4
6220,red,9.1,0.34,0.42,1.8,0.058,9.0,18.0,0.99392,3.18,0.55,11.4
5520,red,10.0,0.58,0.22,1.9,0.08,9.0,32.0,0.9974,3.13,0.55,9.5
760,white,6.9,0.18,0.38,8.1,0.049,44.0,176.0,0.9958,3.3,0.54,9.8
5995,red,8.6,0.52,0.38,1.5,0.096,5.0,18.0,0.99666,3.2,0.52,9.4
5213,red,7.1,0.35,0.29,2.5,0.096,20.0,53.0,0.9962,3.42,0.65,11.0
6405,red,7.5,0.38,0.57,2.3,0.106,5.0,12.0,0.99605,3.36,0.55,11.4
5437,red,11.2,0.5,0.74,5.15,0.1,5.0,17.0,0.9996,3.22,0.62,11.2
6119,red,10.9,0.32,0.52,1.8,0.132,17.0,44.0,0.99734,3.28,0.77,11.5
390,white,7.0,0.3,0.38,14.9,0.032,60.0,181.0,0.9983,3.18,0.61,9.3
1937,white,7.3,0.13,0.27,4.6,0.08,34.0,172.0,0.9938,3.23,0.39,11.1
2224,white,8.0,0.45,0.28,10.8,0.051,25.0,157.0,0.9957,3.06,0.47,11.4
1516,white,8.2,0.22,0.49,9.6,0.037,53.0,154.0,0.9951,3.02,0.33,10.6
2494,white,7.6,0.31,0.23,12.7,0.054,20.0,139.0,0.99836,3.16,0.5,9.7
5210,red,9.0,0.46,0.31,2.8,0.093,19.0,98.0,0.99815,3.32,0.63,9.5
5178,red,11.4,0.26,0.44,3.6,0.071,6.0,19.0,0.9986,3.12,0.82,9.3
2201,white,6.0,0.28,0.27,2.3,0.051,23.0,147.0,0.994,3.23,0.67,10.3
3899,white,6.0,0.21,0.3,8.7,0.036,47.0,127.0,0.99368,3.18,0.39,10.6
1872,white,5.8,0.33,0.2,16.05,0.047,26.0,166.0,0.9976,3.09,0.46,8.9
95,white,7.1,0.26,0.29,12.4,0.044,62.0,240.0,0.9969,3.04,0.42,9.2
3677,white,6.9,0.58,0.58,8.2,0.032,29.0,169.0,0.99275,3.28,0.44,12.2
4415,white,6.3,0.305,0.22,16.0,0.061,26.0,141.0,0.99824,3.08,0.5,9.1
3507,white,7.1,0.36,0.28,2.4,0.036,35.0,115.0,0.98936,3.19,0.44,13.5
434,white,7.0,0.23,0.36,7.1,0.028,31.0,104.0,0.9922,3.35,0.47,12.1
1076,white,7.5,0.28,0.33,7.7,0.048,42.0,180.0,0.9974,3.37,0.59,10.1
3185,white,6.5,0.21,0.4,7.3,0.041,49.0,115.0,0.99268,3.21,0.43,11.0
2358,white,7.4,0.32,0.27,12.9,0.04,60.0,221.0,0.99831,3.05,0.66,9.4
6,white,6.2,0.32,0.16,7.0,0.045,30.0,136.0,0.9949,3.18,0.47,9.6
4623,white,6.6,0.4,0.3,5.3,0.038,20.0,125.0,0.99204,3.36,0.73,12.6
2451,white,6.6,0.56,0.15,10.0,0.037,38.0,157.0,0.99642,3.28,0.52,9.4
661,white,6.8,0.25,0.34,14.0,0.032,47.0,133.0,0.9952,3.37,0.5,12.2
3228,white,6.8,0.27,0.42,7.3,0.054,58.0,200.0,0.99556,3.12,0.49,9.4
314,white,5.8,0.34,0.21,6.6,0.04,50.0,167.0,0.9941,3.29,0.62,10.0
941,white,6.3,0.27,0.46,11.75,0.037,61.0,212.0,0.9971,3.25,0.53,9.5
3069,white,7.0,0.53,0.43,6.1,0.029,6.0,76.0,0.99118,3.08,0.5,12.5
4469,white,6.4,0.23,0.27,2.1,0.042,35.0,100.0,0.99094,3.03,0.63,10.9
1580,white,9.8,0.31,0.49,15.4,0.046,13.0,119.0,1.0004,3.18,0.45,9.5
1411,white,7.0,0.2,0.34,5.7,0.035,32.0,83.0,0.9928,3.19,0.46,11.5
615,white,7.5,0.23,0.68,11.0,0.047,37.0,133.0,0.9978,2.99,0.38,8.8
1643,white,8.1,0.3,0.49,12.3,0.049,50.0,144.0,0.9971,3.09,0.57,10.2
716,white,7.7,0.42,0.31,9.2,0.048,22.0,221.0,0.9969,3.06,0.61,9.2
6073,red,6.5,0.61,0.0,2.2,0.095,48.0,59.0,0.99541,3.61,0.7,11.5
966,white,6.5,0.34,0.28,1.8,0.041,43.0,188.0,0.9928,3.13,0.37,9.6
4572,white,5.6,0.22,0.32,1.2,0.024,29.0,97.0,0.98823,3.2,0.46,13.05
4816,white,6.1,0.41,0.2,12.6,0.032,54.0,136.0,0.99516,2.91,0.43,10.6
3483,white,6.1,0.36,0.26,8.15,0.035,14.0,88.0,0.99031,3.06,0.27,13.0
1059,white,5.3,0.3,0.2,1.1,0.077,48.0,166.0,0.9944,3.3,0.54,8.7
5312,red,8.8,0.52,0.34,2.7,0.087,24.0,122.0,0.9982,3.26,0.61,9.5
3340,white,6.2,0.3,0.31,1.2,0.048,19.0,125.0,0.98999,3.32,0.54,12.6
3277,white,6.4,0.16,0.25,1.4,0.057,21.0,125.0,0.99091,3.23,0.44,11.1
603,white,6.4,0.475,0.06,1.0,0.03,9.0,131.0,0.9904,2.97,0.29,10.8
6182,red,7.0,0.42,0.19,2.3,0.071,18.0,36.0,0.99476,3.39,0.56,10.9
2449,white,6.7,0.27,0.26,2.3,0.043,61.0,181.0,0.99394,3.45,0.63,10.6
2203,white,7.8,0.24,0.38,2.1,0.058,14.0,167.0,0.994,3.21,0.55,9.9
4416,white,5.7,0.24,0.47,6.3,0.069,35.0,182.0,0.99391,3.11,0.46,9.75
1229,white,8.3,0.33,0.42,1.15,0.033,18.0,96.0,0.9911,3.2,0.32,12.4
877,white,6.0,0.28,0.34,1.6,0.119,33.0,104.0,0.9921,3.19,0.38,10.2
5025,red,8.1,1.33,0.0,1.8,0.082,3.0,12.0,0.9964,3.54,0.48,10.9
3706,white,6.6,0.15,0.34,1.0,0.037,45.0,79.0,0.98949,2.96,0.5,11.7
4757,white,6.0,0.38,0.26,3.5,0.035,38.0,111.0,0.98872,3.18,0.47,13.6
4935,red,8.1,0.38,0.28,2.1,0.066,13.0,30.0,0.9968,3.23,0.73,9.7
1992,white,7.0,0.12,0.28,6.3,0.057,17.0,103.0,0.9957,3.5,0.44,9.6
1054,white,7.0,0.31,0.52,1.7,0.029,5.0,61.0,0.9918,3.07,0.43,10.4
5306,red,10.4,0.34,0.58,3.7,0.174,6.0,16.0,0.997,3.19,0.7,11.3
4939,red,8.8,0.61,0.3,2.8,0.088,17.0,46.0,0.9976,3.26,0.51,9.3
2009,white,8.0,0.4,0.33,7.7,0.034,27.0,98.0,0.9935,3.18,0.41,12.2
1429,white,6.1,0.22,0.49,1.5,0.051,18.0,87.0,0.9928,3.3,0.46,9.6
4200,white,8.0,0.24,0.33,1.2,0.044,28.0,101.0,0.99035,3.03,0.43,12.5
1683,white,7.2,0.25,0.28,14.4,0.055,55.0,205.0,0.9986,3.12,0.38,9.0
5837,red,6.2,0.46,0.17,1.6,0.073,7.0,11.0,0.99425,3.61,0.54,11.4
6233,red,6.6,0.58,0.02,2.4,0.069,19.0,40.0,0.99387,3.38,0.66,12.6
5888,red,7.7,0.39,0.12,1.7,0.097,19.0,27.0,0.99596,3.16,0.49,9.4
6127,red,7.6,0.43,0.29,2.1,0.075,19.0,66.0,0.99718,3.4,0.64,9.5
749,white,7.3,0.3,0.42,7.35,0.025,51.0,175.0,0.9928,3.04,0.32,11.4
